nome,L_estimado,L,B,erro_L,B_estimado,B_erro,linha,batch,S_OVO,P_OVO,W,D/4,VOL_OVO,aspect_ratio,bounding_box_area,pca_ratio_1_0,pca_ratio_2_0,sphericity_pca,area_proj_2d,shape_compactness
ovo868.ply,57.96509222844711,57.5,45.94,0.465092228447105,45.81609191191811,-0.1239080880818903,2,4,64.56,63.8,0.0,39.95,63.47,1.2651688480956773,26.55733993221343,0.619317408268703,0.09757770743470173,0.09757770743470173,15.226195778524845,0.5733328645635862
ovo632.ply,60.27013825910214,60.84,45.99,-0.5698617408978635,45.53067271066608,-0.4593272893339275,2,3,67.12,68.7,0.0,39.91,67.29,1.3237260657689156,27.441399393017736,0.5300392312058612,0.09401565435935653,0.09401565435935653,15.723714418605889,0.572992440852221
ovo235.ply,52.57436801280274,54.83,42.53,-2.2556319871972548,43.163030009252296,0.6330300092522947,2,1,57.72,55.2,1.3,37.13,52.48,1.218041643543863,22.692690242540788,0.588959358438292,0.10239560638970148,0.10239560638970148,14.464111854813137,0.6373907941376659
ovo363.ply,54.51463836301966,59.08,43.14,-4.565361636980342,42.56649122765256,-0.5735087723474379,1,1,61.64,60.7,0.49,36.99,58.06,1.2806937285825708,23.20496875658128,0.6214856620831593,0.0828713814297435,0.0828713814297435,14.324978657981296,0.6173237640718011
ovo870.ply,62.61733559307565,60.53,45.55,2.0873355930756503,45.65116242312367,0.1011624231236751,1,4,66.24,67.4,-1.28,40.49,65.77,1.3716482181263825,28.585541576627396,0.5590530535531696,0.0908127379748527,0.0908127379748527,15.795886781969568,0.5525830860900978
ovo925.ply,58.69476076137184,59.73,43.91,-1.035239238628158,44.87786281650604,0.9678628165060416,2,4,63.23,62.3,0.0,38.6,60.65,1.307877806065755,26.340954214964867,0.5354714846216904,0.09262657661573159,0.09262657661573159,15.531749940988313,0.5896426459814575
ovo219.ply,57.8156005002998,59.21,43.05,-1.3943994997001994,43.65319829675659,0.6031982967565952,1,1,61.6,61.4,0.63,36.12,57.96,1.3244298872963787,25.23835873285647,0.5387143597609566,0.07886906941411251,0.07886906941411251,15.158484833991889,0.6006129397890628
ovo723.ply,57.29206391797136,57.68,45.34,-0.3879360820286379,41.5780148562776,-3.7619851437224057,3,3,63.83,63.1,-1.45,42.21,62.14,1.3779413018156927,23.82090284728219,0.5805905885221198,0.0897893878280688,0.0897893878280688,14.435466383306055,0.6059999688447177
ovo685.ply,55.24238315793373,59.3,44.35,-4.057616842066267,44.38873503533274,0.038735035332742,1,3,63.57,64.2,0.0,39.17,61.34,1.2445135711563227,24.521395087178483,0.6174794296553294,0.09837839843359572,0.09837839843359572,15.134656706781529,0.6172021066898838
ovo986.ply,58.42387580208884,58.88,46.16,-0.4561241979111656,45.79744001896953,-0.3625599810304649,3,4,65.93,66.7,0.0,39.47,65.57,1.2757017811015063,26.75663947721889,0.6105139529403051,0.0989873122600276,0.0989873122600276,15.567638363970804,0.581823377977843
ovo956.ply,59.93723301492261,59.56,44.66,0.3772330149226093,44.20261608823697,-0.4573839117630243,3,4,64.22,64.5,4.0,37.83,62.4,1.3559657395679092,26.493825003498262,0.5255598125931219,0.0863469492032552,0.0863469492032552,15.248813979153633,0.5755610591200089
ovo89.ply,57.286154066204176,56.86,42.39,0.4261540662041767,42.26967563405992,-0.1203243659400783,2,0,58.99,57.2,0.77,36.48,54.09,1.3552541676010479,24.214671507012337,0.5403013545137556,0.08288069709419635,0.08288069709419635,14.692461957078526,0.6067586732623538
ovo283.ply,55.656294914464965,61.15,46.95,-5.493705085535034,43.91970598736189,-3.030294012638116,2,1,68.79,71.0,0.76,39.04,70.25,1.2672283127414454,24.444081089892062,0.6065648596570546,0.09879898251781738,0.09879898251781738,14.948662641729932,0.6115452892975141
ovo980.ply,58.38714048716113,57.97,45.35,0.4171404871611344,45.32930579742573,-0.0206942025742691,3,4,64.06,63.1,0.0,39.35,62.48,1.2880660636650862,26.46648545779784,0.5964307392747952,0.10074470251002791,0.10074470251002791,15.019298898891664,0.5674836926436909
ovo300.ply,54.05523291851552,60.46,44.93,-6.404767081484479,43.49047983512638,-1.4395201648736204,1,1,65.26,66.5,-0.44,38.76,64.06,1.2429210513068703,23.50888017225759,0.6631337328665944,0.10458999368182807,0.10458999368182807,14.6367524190675,0.6226052586009634
ovo674.ply,55.77016702367444,57.85,42.92,-2.0798329763255623,42.81331887161932,-0.1066811283806856,2,3,60.45,58.8,0.53,37.11,56.31,1.3026359201655848,23.877059443080427,0.53352751205172,0.09219671138725957,0.09219671138725957,14.632867224198751,0.6128420988807882
ovo886.ply,58.51753474960408,58.03,44.82,0.4875347496040803,45.28767077403538,0.4676707740353834,2,4,63.34,61.7,1.19,38.35,61.2,1.292129485783882,26.501228482482443,0.5870464988592882,0.0985476376085167,0.0985476376085167,15.322023313805477,0.5781627566410167
ovo448.ply,60.927985403650695,59.33,44.24,1.5979854036506964,45.29187651476413,1.0518765147641247,3,2,63.43,62.5,0.0,37.82,61.09,1.345229875467614,27.595427911954985,0.5417732353289032,0.07806097646436978,0.07806097646436978,15.00205584957848,0.5436428055199405
ovo172.ply,58.538424674717376,58.89,42.61,-0.3515753252826243,42.34735687657445,-0.2626431234255477,1,0,60.73,58.1,0.4,36.2,56.56,1.3823395128374456,24.789475606927287,0.5536730559146074,0.10318334276314457,0.10318334276314457,14.863166015168813,0.5995756526215255
ovo815.ply,64.6043738519282,64.11,46.48,0.4943738519282021,45.72308284778904,-0.7569171522109528,3,4,70.18,73.3,1.43,41.79,72.3,1.4129487739703488,29.539111379612493,0.5208974473539719,0.08693254479863899,0.08693254479863899,15.529168652003698,0.5257154980877904
ovo519.ply,61.35283334514646,61.84,44.31,-0.4871666548535458,44.59723556425744,0.2872355642574362,2,2,65.29,66.1,1.39,39.08,63.86,1.3757093364396298,27.361667612281252,0.5277339594065562,0.09461204820051392,0.09461204820051392,15.487992177023823,0.5660470844281456
