nome,L_estimado,L,B,erro_L,B_estimado,B_erro,linha,batch,S_OVO,P_OVO,W,D/4,VOL_OVO,aspect_ratio,bounding_box_area,pca_ratio_1_0,pca_ratio_2_0,sphericity_pca,area_proj_2d,shape_compactness
ovo463.ply,59.14538605469191,58.41,45.39,0.735386054691908,44.83711165499979,-0.5528883450002127,3,2,64.45,65.6,1.22,39.0,63.06,1.3191167733949385,26.519082784122887,0.5645489518026667,0.09659595385528236,0.09659595385528236,15.016097929412725,0.5662374544267021
ovo361.ply,56.93490657126559,57.87,44.09,-0.9350934287344046,44.33304128239011,0.2430412823901093,2,1,62.16,62.2,1.67,38.48,59.21,1.2842544730600554,25.240975634329416,0.5834638342513221,0.11078632751839461,0.11078632751839461,15.273223510022287,0.6050964008399772
ovo176.ply,58.35051431928319,56.66,45.38,1.6905143192831886,45.577096416106464,0.1970964161064614,2,0,63.12,64.7,1.52,38.07,61.14,1.2802595800873076,26.59447017059371,0.63711546934062,0.1173543855258665,0.1173543855258665,15.21982524186997,0.572292854275359
ovo128.ply,57.3587904015549,56.61,43.58,0.7487904015548992,44.11601861708023,0.5360186170802308,2,0,60.51,58.8,-1.01,37.53,56.69,1.3001805738505041,25.304414652081988,0.5801098206977252,0.0997181699221061,0.0997181699221061,15.062579028044548,0.5952549875246862
ovo383.ply,58.53899979897952,58.91,45.72,-0.3710002010204789,44.72442893109159,-0.9955710689084114,3,1,65.31,66.7,-0.98,39.54,64.45,1.3088819957695268,26.18123336206644,0.5509660402803331,0.08142693395320587,0.08142693395320587,15.25381968708161,0.5826241826018257
ovo909.ply,59.67062391070435,58.8,43.82,0.870623910704353,43.57383990796328,-0.2461600920367246,1,4,62.44,60.1,0.0,39.26,59.48,1.3694139427863303,26.000782134933175,0.5648743775348924,0.07506214605349558,0.07506214605349558,15.204495189924232,0.5847706853978187
ovo905.ply,57.72597240508108,56.58,46.24,1.145972405081082,46.65056403161101,0.4105640316110097,3,4,64.29,65.1,-2.01,38.93,63.21,1.2374121000115932,26.92949171970245,0.6128226837240844,0.10180040512184181,0.10180040512184181,15.373354382663578,0.5708742869222428
ovo93.ply,56.64651498678104,56.65,44.06,-0.0034850132189632,42.76634247996795,-1.293657520032049,3,0,61.22,60.7,1.78,38.16,57.89,1.3245583255878068,24.225642602213153,0.5383898897188264,0.08076429063566888,0.08076429063566888,14.424881144566411,0.5954385351680461
ovo941.ply,61.904849595588736,60.42,46.41,1.4848495955887344,46.556419625431296,0.1464196254312995,3,4,67.44,68.3,1.29,39.41,67.95,1.3296737612909866,28.820681546214402,0.5709847961588496,0.10685525149154639,0.10685525149154639,15.676302471714287,0.5439254601448997
ovo185.ply,59.825241796860944,60.35,43.5,-0.5247582031390579,42.81886866747086,-0.6811313325291408,2,0,63.05,63.4,0.0,38.2,60.23,1.3971700714808863,25.616491714994773,0.4990384169245231,0.08220410264430032,0.08220410264430032,15.467192358365049,0.6037982300796962
ovo280.ply,59.5319873752774,61.59,44.2,-2.0580126247226005,44.74489532765799,0.54489532765799,2,1,64.95,66.5,0.0,39.32,63.31,1.330475508755501,26.637525437542443,0.5322739449108757,0.09790117101064534,0.09790117101064534,15.474708629541675,0.5809364186559124
ovo897.ply,58.495066657649794,59.88,45.75,-1.3849333423502088,46.00649209731581,0.2564920973158138,1,4,66.06,65.4,-0.82,40.46,65.59,1.2714524405363785,26.911528219171263,0.6433345331561261,0.11275309974206807,0.11275309974206807,15.476129286217438,0.5750743384090888
ovo71.ply,57.60640890724256,58.9,44.27,-1.2935910927574383,45.08332519839632,0.8133251983963135,2,0,63.17,63.7,1.15,38.92,60.72,1.2777763985628041,25.970884662770104,0.5739791614500623,0.09333408708915482,0.09333408708915482,15.518400922444037,0.5975307011659114
ovo297.ply,53.24251646609854,59.01,44.84,-5.767483533901455,44.02683572855093,-0.8131642714490752,1,1,64.09,64.4,3.2,40.2,62.29,1.2093196248389786,23.440995262275884,0.6555302352279531,0.08956587552480595,0.08956587552480595,14.623845974144741,0.6238577249183282
ovo134.ply,58.29719873716344,58.78,45.26,-0.4828012628365599,44.94445121339626,-0.3155487866037347,2,0,64.53,65.7,0.0,39.51,63.12,1.297094461346704,26.201356045201088,0.600516375611249,0.1033604775094235,0.1033604775094235,15.284497590925483,0.5833475780626598
ovo306.ply,55.79197850050382,56.03,42.9,-0.2380214994961846,42.26007765726694,-0.6399223427330583,1,1,59.12,57.3,-0.74,36.54,54.5,1.3202052999755898,23.57773344083859,0.5528028979173628,0.09000025223884829,0.09000025223884829,14.365418772711708,0.609279039003368
ovo411.ply,59.030548338141415,59.83,46.22,-0.7994516618585834,46.91897621531111,0.6989762153111059,2,2,66.73,69.0,-1.15,40.23,66.78,1.2581380307031917,27.696528934540297,0.598603254864152,0.08570092732195596,0.08570092732195596,15.663951501152585,0.5655564832031387
ovo332.ply,58.44201064194862,57.63,43.47,0.8120106419486177,43.31263059168601,-0.1573694083139898,3,1,61.09,60.6,0.0,37.06,57.44,1.349306422712795,25.31277217970103,0.5337367357787662,0.08136113985784953,0.08136113985784953,15.200148304172059,0.6004932291201771
ovo148.ply,56.67410383730042,59.09,44.8,-2.415896162699582,45.08364417007973,0.2836441700797323,1,0,64.08,66.2,0.65,40.27,62.27,1.2570879058377635,25.550751310590023,0.620650786330102,0.08738795269263584,0.08738795269263584,15.077875628525916,0.5901147659120531
ovo410.ply,58.88948378460232,59.22,44.21,-0.3305162153976795,45.25240952771525,1.0424095277152503,1,2,63.31,63.2,1.1,38.4,60.9,1.3013557598194836,26.64891037096571,0.5838602549209982,0.0955692036930207,0.0955692036930207,15.440305606346758,0.5793972583272727
ovo578.ply,58.37829343115246,58.44,44.41,-0.0617065688475406,43.33937274108551,-1.0706272589144843,1,2,63.04,62.1,0.58,36.68,60.6,1.3470036536964025,25.300786190011806,0.5946323095717142,0.09699796593463998,0.09699796593463998,14.968161601315883,0.5916085567026761
ovo138.ply,57.73059909907499,56.41,45.3,1.3205990990749967,43.9725843538175,-1.3274156461824944,3,0,62.81,63.7,0.0,39.5,60.68,1.3128771016630747,25.385636386804958,0.5696150632436714,0.09716578600647252,0.09716578600647252,14.916953159435367,0.5876139141104596
ovo931.ply,55.97292616198396,56.07,43.92,-0.097073838016044,44.57555406637721,0.6555540663772064,2,4,60.59,58.8,0.95,38.58,56.96,1.2556866052328814,24.950241963868557,0.6232875196973199,0.098699747375033,0.098699747375033,14.877587052437011,0.5962902914521566
ovo168.ply,59.553717626028735,59.13,46.24,0.4237176260287327,45.4358475047958,-0.8041524952042067,3,0,66.24,68.9,-0.79,38.76,66.05,1.3107209592545352,27.058736323999113,0.5738029842962983,0.0788183826447955,0.0788183826447955,15.525671392244433,0.5737766614945097
ovo29.ply,57.13953238118724,57.16,43.64,-0.0204676188127592,43.7050128741548,0.0650128741547959,2,0,61.0,59.9,-1.07,37.15,57.38,1.307390814543771,24.97283998342973,0.5916665311084339,0.09700161361728478,0.09700161361728478,14.81599858059571,0.5932844878847017
ovo560.ply,56.57680993528639,56.8,41.84,-0.2231900647136058,41.959417375527934,0.1194173755279308,1,2,58.16,53.3,0.3,35.98,52.74,1.348369769506947,23.739299818505973,0.5907511710193105,0.09275808546986948,0.09275808546986948,14.378667654774697,0.6056904695885682
ovo197.ply,60.51077720361845,59.61,42.66,0.9007772036184534,43.49674979967733,0.8367497996773352,2,0,61.3,60.0,0.0,36.43,57.38,1.3911562928793206,26.320221362098106,0.4958637605784889,0.09206430650464754,0.09206430650464754,15.183956444571761,0.5768931892965424
ovo377.ply,59.68731671767277,58.71,48.23,0.9773167176727712,48.41495450117038,0.184954501170381,3,1,68.84,67.7,-0.9,40.87,70.86,1.232828107196298,28.897587231830734,0.6360451355639319,0.1126210346551737,0.1126210346551737,15.995333153891341,0.5535179468641749
ovo634.ply,53.64629140880369,55.5,42.21,-1.853708591196309,41.59535165538431,-0.6146483446156878,1,3,57.76,53.3,-1.38,37.42,52.38,1.2897184246273692,22.314363561564118,0.5786087356545463,0.10724156691954499,0.10724156691954499,14.183733572716267,0.6356324496364916
ovo173.ply,60.31873351258336,59.35,44.44,0.9687335125833628,44.78351077576918,0.3435107757691824,2,0,63.74,63.8,0.0,37.58,61.62,1.3468960442739508,27.012846522415263,0.5300919135975902,0.09471851087034727,0.09471851087034727,15.623886922832542,0.578387283615884
ovo474.ply,56.24289884671826,58.55,43.52,-2.307101153281735,44.24844800063971,0.7284480006397089,2,2,61.82,60.4,-0.61,40.62,58.48,1.2710705434438094,24.88660985024252,0.5999987647540524,0.09458593433817916,0.09458593433817916,14.836690069780643,0.5961716022817812
ovo144.ply,56.45996705728061,55.87,42.66,0.5899670572806102,42.091062453456345,-0.5689375465436513,3,0,58.66,55.8,0.0,36.29,53.78,1.3413766193170624,23.76459999528086,0.5580218599304827,0.09901557100724806,0.09901557100724806,14.364776824868406,0.6044611240130674
ovo177.ply,57.65754986497744,57.27,47.07,0.3875498649774371,47.14490519778433,0.0749051977843322,3,0,66.02,68.6,0.45,38.05,66.1,1.2229858056366856,27.18259722320884,0.6501792960759734,0.1072681225848743,0.1072681225848743,15.435396980340975,0.567841139446456
ovo7.ply,54.59016354460178,55.14,42.27,-0.5498364553982213,42.42474980248366,0.1547498024836571,1,0,57.58,54.2,-0.64,36.25,52.18,1.2867527516074102,23.15974030056395,0.6106259502563296,0.09765149353157342,0.09765149353157342,14.281528051561729,0.616653203629143
ovo839.ply,60.95684827296776,60.5,43.48,0.4568482729677612,42.79181039630098,-0.6881896036990156,3,4,63.12,62.4,1.13,37.13,60.33,1.4244979987627961,26.084538936529235,0.47960811680429316,0.08005660950623114,0.08005660950623114,15.504900241324773,0.5944095956249181
ovo987.ply,61.532720466592174,59.27,43.24,2.262720466592171,43.54567329534697,0.3056732953469705,1,4,61.92,58.5,0.64,36.12,58.5,1.413061638736154,26.79483742412133,0.5249451449782743,0.08792468975947614,0.08792468975947614,15.339830446876936,0.5724920141917961
ovo75.ply,57.67675104917048,57.67,43.07,0.0067510491704751,42.05743677760776,-1.012563222392238,3,0,60.54,57.8,1.7,36.46,56.5,1.371380556408011,24.257363107883094,0.5298813539984009,0.10032082257386171,0.10032082257386171,14.424304427627078,0.594636126089876
ovo678.ply,61.28130759548933,62.66,44.58,-1.378692404510673,43.54135553866041,-1.0386444613395869,3,3,66.26,65.7,0.99,37.46,65.43,1.4074276475172574,26.682712018892115,0.4682567777970055,0.0777940578744192,0.0777940578744192,15.727786607077867,0.5894373329046219
ovo672.ply,55.78245162221746,57.13,43.16,-1.3475483777825443,43.76168172740073,0.6016817274007309,3,3,60.29,51.7,-0.66,37.09,56.19,1.2746871102828323,24.41133893865609,0.5568864962822767,0.09460399012267762,0.09460399012267762,14.484160324800749,0.5933373978870387
ovo242.ply,58.82136390431359,58.29,44.64,0.5313639043135865,45.3833852292304,0.7433852292303982,3,1,63.27,63.9,0.34,39.21,61.02,1.2960990813534135,26.695126177782118,0.5671687495750158,0.0931432046783306,0.0931432046783306,15.455046865815172,0.5789463875498793
ovo149.ply,61.32330511828357,61.15,45.38,0.1733051182835723,45.16891237729273,-0.2110876227072751,2,0,66.42,69.8,-0.89,39.67,65.99,1.3576440496519895,27.69906995573737,0.5609778891898481,0.09810724880611374,0.09810724880611374,15.357220896867124,0.5544309220998284
ovo855.ply,57.699813835963866,58.48,45.7,-0.780186164036131,45.22331786929957,-0.4766821307004321,1,4,64.96,63.9,1.61,40.58,63.93,1.2758863470106894,26.09377022103203,0.6284214194554125,0.1053677126726182,0.1053677126726182,15.195589750712788,0.5823455032368177
ovo238.ply,55.36154483203545,56.52,44.43,-1.1584551679645545,45.07972914187966,0.6497291418796607,2,1,61.65,59.3,-0.65,39.11,58.66,1.2280806891673146,24.956834459041858,0.626658072388421,0.09157145417980149,0.09157145417980149,14.999974743879543,0.6010367528180264
ovo224.ply,58.94493123934387,59.64,43.26,-0.6950687606561274,43.60071994586373,0.3407199458637322,3,1,62.2,62.4,0.64,37.15,58.91,1.3519256405062137,25.700414391948264,0.5299343870225106,0.09301400228883132,0.09301400228883132,15.156655832494605,0.5897436360887265
ovo779.ply,53.83880350993404,57.58,46.88,-3.74119649006596,46.94966843798938,0.0696684379893781,2,3,65.99,67.7,0.0,41.25,65.97,1.1467344776043253,25.277139738894622,0.8310074051290557,0.10740496145892528,0.10740496145892528,14.283900742483063,0.5650916555445566
ovo628.ply,58.82359616313568,59.48,44.74,-0.656403836864321,43.35858438005769,-1.3814156199423095,1,3,64.28,64.7,0.0,40.25,62.53,1.3566770457153337,25.505078577777564,0.5582261863885842,0.09065211201633164,0.09065211201633164,15.420508581945116,0.6046054135814709
ovo135.ply,63.08213790015284,61.47,46.56,1.6121379001528382,45.5764281836493,-0.983571816350704,3,0,68.44,72.4,-1.25,40.17,69.55,1.3840956918774905,28.750585276773773,0.5357266331362833,0.08852691858787873,0.08852691858787873,15.787022478497345,0.5491026470077089
ovo991.ply,59.772780452096505,58.77,45.22,1.002780452096502,46.912238001292415,1.6922380012924163,2,4,64.47,63.5,0.0,37.86,63.01,1.2741404588382628,28.0407490256775,0.5966740146360276,0.10152286617065494,0.10152286617065494,15.839279649576643,0.5648664960794122
ovo814.ply,57.90363231310159,58.38,44.52,-0.4763676868984134,45.44636570237124,0.9263657023712356,2,4,63.16,60.7,0.0,40.79,60.81,1.2741091926318846,26.31509649596855,0.6019696287558775,0.09353153941309988,0.09353153941309988,14.77655712854804,0.5615239575812232
ovo189.ply,56.27765471815962,56.51,43.01,-0.2323452818403808,42.586729041024014,-0.4232709589759835,3,0,59.62,58.8,-0.74,36.6,55.22,1.321483381922736,23.966812325465703,0.5727314752537467,0.09693930227054103,0.09693930227054103,14.846668540645297,0.6194678015177727
ovo42.ply,60.07866866645476,59.73,47.3,0.3486686664547633,47.683886291167845,0.3838862911678475,3,0,68.26,75.4,0.0,42.19,69.56,1.259936497197434,28.647844052159773,0.5933557982081022,0.09089257143264359,0.09089257143264359,15.91411875817719,0.5555084260163522
ovo607.ply,57.45383688771036,58.56,44.77,-1.106163112289643,45.34477042183548,0.5747704218354741,1,3,63.66,59.2,-1.49,39.26,61.64,1.2670443879906346,26.052310435268087,0.6196216285647402,0.0979066995375706,0.0979066995375706,15.423352558197086,0.5920147695352908
ovo111.ply,59.303326483535606,59.05,43.66,0.2533264835356092,43.98392103319312,0.3239210331931232,3,0,62.38,61.2,1.08,36.39,59.33,1.3482955837152732,26.083928290575003,0.5338580712920986,0.09704442347170869,0.09704442347170869,15.123297713612343,0.5797937160821324
ovo586.ply,62.96760510956242,61.35,44.25,1.6176051095624189,46.62706208496804,2.3770620849680384,3,2,64.86,63.9,-1.21,38.57,63.19,1.3504519112702655,29.359944327853178,0.5201112799357014,0.0839246975414578,0.0839246975414578,15.636065922449335,0.5325645630606908
ovo58.ply,57.28731172923112,57.32,44.02,-0.0326882707688866,43.490533567603805,-0.5294664323961982,1,0,61.66,61.8,1.07,38.88,58.48,1.317236350760814,24.914557537579093,0.6113137568177687,0.08263581867616793,0.08263581867616793,14.690183365866046,0.589622486520524
ovo918.ply,59.32577772634649,59.29,44.8,0.0357777263464882,45.11886430158518,0.3188643015851795,1,4,64.23,63.4,1.34,36.72,62.48,1.31487746078445,26.767117148210314,0.5742989799494281,0.10265796496302942,0.10265796496302942,15.103949979021364,0.564272569787413
ovo429.ply,58.69710297674589,59.15,44.57,-0.4528970232541098,44.74452127443806,0.1745212744380566,2,2,63.79,63.6,0.64,39.05,61.74,1.3118277121958786,26.26373772890888,0.5717565797077186,0.08422733076460373,0.08422733076460373,15.111051251133171,0.5753579862511427
ovo800.ply,56.96940279450677,58.38,44.44,-1.4105972054932323,43.23451174732296,-1.2054882526770427,2,3,63.04,62.2,0.0,38.43,60.61,1.317683500798046,24.630443143570766,0.6357275744449856,0.08240732229015402,0.08240732229015402,14.861324223483969,0.603372182013022
ovo863.ply,57.702609703766,57.98,43.81,-0.277390296233996,41.60405044605236,-2.2059495539476472,3,4,61.84,60.0,1.39,38.66,58.63,1.386946921876958,24.00662284984351,0.5157233291639973,0.07575442489944789,0.07575442489944789,14.53336027532549,0.6053896196157481
ovo25.ply,58.90851317775763,58.7,45.34,0.2085131777576236,44.96349913636488,-0.3765008636351226,1,0,64.59,67.4,-1.26,38.96,63.24,1.3101407654929265,26.487328813926442,0.6033367253407634,0.11187142095593688,0.11187142095593688,15.333764197709174,0.5789094213851804
ovo926.ply,58.64365036841142,57.44,43.88,1.2036503684114237,44.02726420799882,0.1472642079988162,3,4,61.55,60.6,1.11,38.65,58.25,1.3319848830797238,25.81919488891557,0.5378320396937777,0.08763384094154746,0.08763384094154746,14.8748697493571,0.5761167152327832
ovo529.ply,54.898895883987606,55.8,42.2,-0.9011041160123908,43.14428645203749,0.9442864520374884,3,2,57.96,54.7,0.92,37.5,52.64,1.272448808372748,23.685736899193433,0.5877344730438501,0.08953905092747558,0.08953905092747558,14.471665586658686,0.6109865041670494
ovo718.ply,59.16034373718344,61.73,45.12,-2.569656262816558,43.504694335215085,-1.6153056647849129,1,3,66.44,68.9,2.77,41.06,65.91,1.3598611515653338,25.737526710524218,0.5911738989433082,0.06303241738155678,0.06303241738155678,14.975176220313557,0.581842085634053
ovo730.ply,48.15733077768116,53.61,41.92,-5.452669222318839,40.45797819954287,-1.46202180045713,1,3,55.98,50.2,0.41,36.29,49.95,1.1903049267604104,19.483482387515995,0.7506263821633626,0.08827745891106864,0.08827745891106864,12.658787854902107,0.6497189569670154
ovo928.ply,56.08018465916953,56.27,42.77,-0.1898153408304708,42.9033312694765,0.1333312694764998,2,4,59.11,56.0,1.3,38.17,54.42,1.3071289105018211,24.060267400857647,0.5581493819313305,0.07955870932086276,0.07955870932086276,14.852376965371999,0.6172989151750896
ovo344.ply,58.55706541791693,58.37,45.64,0.1870654179169335,46.53420109001559,0.8942010900155921,3,1,64.79,66.8,-0.5,40.46,63.66,1.2583661918820601,27.249062573985444,0.578135366760171,0.09897180831993736,0.09897180831993736,15.622847672630424,0.5733352342016157
ovo53.ply,59.30903708542958,60.1,46.01,-0.7909629145704216,46.25896535061098,0.2489653506109803,2,0,66.61,68.3,0.0,39.79,66.52,1.2821090276427083,27.435746915129883,0.6085360438324349,0.08919663992813959,0.08919663992813959,15.564933857826208,0.5673231316054558
ovo541.ply,56.53681825369091,55.46,42.48,1.0768182536909094,42.54028281091748,0.0602828109174851,3,2,58.11,54.8,1.04,37.13,52.97,1.3290183919318321,24.05092237741453,0.5412752902300659,0.08441035630783505,0.08441035630783505,14.425924394846115,0.5998075320551136
ovo649.ply,55.5388176863178,60.03,45.3,-4.491182313682202,44.9133792205019,-0.3866207794980951,1,3,65.5,62.2,0.0,39.29,64.57,1.236576241873282,24.944359802039095,0.677553341774507,0.10257742319531381,0.10257742319531381,14.909374319672247,0.5977052302802924
ovo922.ply,58.82559007099745,57.18,43.2,1.64559007099745,41.12834486357792,-2.071655136422088,2,4,60.38,58.4,0.0,39.67,56.34,1.4302931534473613,24.193991552434486,0.5264457512573231,0.08829659644084079,0.08829659644084079,14.653409770342178,0.6056631762718665
ovo806.ply,59.179196636781775,59.28,46.21,-0.1008033632182261,46.66106826214055,0.4510682621405451,3,4,66.3,67.3,1.19,40.88,66.14,1.268277792191013,27.61364533967513,0.5998029542680102,0.09605604390495019,0.09605604390495019,15.199272235907213,0.5504261407337258
